rank,filename,dataset,ssim,hist_corr,edge_density,line_density,combined_score,z_score,after_path,before_path
385,"3FO4IIU6AB8B_3251_empty_1.jpg",train,0.638108,0.090482,21.439362,14.06,0.364295,-0.80,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIU6AB8B_3251_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIU6AB8B_3251_empty_1.jpg"
386,"3FO4ILFS6AG4_2672_empty_1.jpg",train,0.499130,0.229824,32.135696,34.38,0.364477,-0.79,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILFS6AG4_2672_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILFS6AG4_2672_empty_1.jpg"
387,"3FO4II2X5NUD_2030_empty_1.jpg",test,0.504797,0.225451,12.863617,10.94,0.365124,-0.79,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4II2X5NUD_2030_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4II2X5NUD_2030_empty_1.jpg"
388,"3FO4IN1CHECB_837130_empty_1.jpg",train,0.662359,0.069541,7.427902,3.52,0.365950,-0.79,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN1CHECB_837130_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN1CHECB_837130_empty_1.jpg"
389,"3FO4IO3YR2TX_507_empty_1.jpg",train,0.405210,0.327650,45.493469,57.42,0.366430,-0.79,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3YR2TX_507_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3YR2TX_507_empty_1.jpg"
390,"3FO4IH7AFVTR_143_empty_1.jpg",train,0.540480,0.193914,31.166840,35.94,0.367197,-0.78,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IH7AFVTR_143_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IH7AFVTR_143_empty_1.jpg"
391,"3FO4IQ9XDQ14_874500_empty_1.jpg",train,0.401913,0.332612,31.999512,32.03,0.367263,-0.78,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ9XDQ14_874500_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ9XDQ14_874500_empty_1.jpg"
392,"3FO4IIUAKRIB_418_empty_1.jpg",validation,0.665814,0.069431,14.583435,6.64,0.367622,-0.78,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IIUAKRIB_418_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IIUAKRIB_418_empty_1.jpg"
393,"3FO4INWDSHWD_845_empty_1.jpg",validation,0.575143,0.161856,19.657288,16.80,0.368499,-0.78,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4INWDSHWD_845_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4INWDSHWD_845_empty_1.jpg"
394,"3FO4IOIN9YT5_451049_empty_1.jpg",train,0.441246,0.296245,16.073685,14.45,0.368745,-0.78,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOIN9YT5_451049_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOIN9YT5_451049_empty_1.jpg"
395,"3FO4IOF7021L_590121_empty_1.jpg",train,0.648271,0.090708,23.995743,18.75,0.369490,-0.77,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOF7021L_590121_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOF7021L_590121_empty_1.jpg"
396,"3FO4IOW3CR9P_20321_empty_1.jpg",train,0.389161,0.350549,36.470261,36.72,0.369855,-0.77,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOW3CR9P_20321_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOW3CR9P_20321_empty_1.jpg"
397,"3FO4IM0IYY4A_822_empty_1.jpg",train,0.399806,0.340545,36.038361,33.98,0.370175,-0.77,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM0IYY4A_822_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM0IYY4A_822_empty_1.jpg"
398,"3FO4IJWD3B3X_834539_empty_1.jpg",test,0.465821,0.274768,31.349716,35.16,0.370294,-0.77,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IJWD3B3X_834539_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IJWD3B3X_834539_empty_1.jpg"
399,"3FO4IJ1XQ93V_204_empty_1.jpg",train,0.506831,0.238955,14.260483,8.20,0.372893,-0.76,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ1XQ93V_204_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ1XQ93V_204_empty_1.jpg"
400,"3FO4IJ6XG5XO_301_empty_1.jpg",train,0.432343,0.314052,27.913971,27.34,0.373198,-0.76,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ6XG5XO_301_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ6XG5XO_301_empty_1.jpg"
401,"3FO4IOCCJXOS_308_empty_1.jpg",train,0.630607,0.116031,25.182495,19.92,0.373319,-0.76,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOCCJXOS_308_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOCCJXOS_308_empty_1.jpg"
402,"3FO4INA4HPOX_681_empty_1.jpg",train,0.562808,0.184611,5.766449,5.86,0.373709,-0.76,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INA4HPOX_681_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INA4HPOX_681_empty_1.jpg"
403,"3FO4IGX3E6TP_385_empty_1.jpg",train,0.743863,0.003754,4.494095,3.91,0.373809,-0.76,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IGX3E6TP_385_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IGX3E6TP_385_empty_1.jpg"
404,"3FO4IE9JBIT8_99_empty_1.jpg",train,0.573092,0.175915,32.867203,33.59,0.374504,-0.75,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IE9JBIT8_99_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IE9JBIT8_99_empty_1.jpg"
405,"3FO4IN23EE6K_3987_empty_1.jpg",train,0.382905,0.368561,21.454926,21.88,0.375733,-0.75,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN23EE6K_3987_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN23EE6K_3987_empty_1.jpg"
406,"3FO4IE9JBIT8_221_empty_1.jpg",validation,0.592323,0.160797,30.789413,36.33,0.376560,-0.75,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IE9JBIT8_221_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IE9JBIT8_221_empty_1.jpg"
407,"3FO4INQ2VECW_12819_empty_1.jpg",test,0.435743,0.318684,30.801086,28.12,0.377214,-0.74,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4INQ2VECW_12819_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4INQ2VECW_12819_empty_1.jpg"
408,"3FO4IOF7C3C7_120099_empty_1.jpg",train,0.600302,0.155198,24.812851,22.66,0.377750,-0.74,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOF7C3C7_120099_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOF7C3C7_120099_empty_1.jpg"
409,"3FO4IEKSCX7U_2806_empty_1.jpg",train,0.551513,0.205938,30.812759,33.20,0.378726,-0.74,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEKSCX7U_2806_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEKSCX7U_2806_empty_1.jpg"
410,"3FO4IKHO5QH3_9768_empty_1.jpg",test,0.761929,-0.002610,2.143936,0.78,0.379659,-0.73,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IKHO5QH3_9768_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IKHO5QH3_9768_empty_1.jpg"
411,"3FO4IPE8AJYK_362_empty_1.jpg",train,0.625729,0.138814,4.089432,2.73,0.382271,-0.72,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPE8AJYK_362_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPE8AJYK_362_empty_1.jpg"
412,"3FO4IQHB3MAP_220_empty_1.jpg",test,0.597552,0.171404,41.018829,47.27,0.384478,-0.72,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IQHB3MAP_220_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IQHB3MAP_220_empty_1.jpg"
413,"3FO4IEYBOVCK_1457_empty_1.jpg",train,0.506914,0.265314,35.941086,35.16,0.386114,-0.71,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEYBOVCK_1457_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEYBOVCK_1457_empty_1.jpg"
414,"3FO4IO4E40I2_8394_empty_1.jpg",train,0.537354,0.236015,24.474335,18.36,0.386685,-0.71,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO4E40I2_8394_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO4E40I2_8394_empty_1.jpg"
415,"3FO4IPJU2NQB_2633_empty_1.jpg",train,0.494771,0.279095,30.618210,29.30,0.386933,-0.71,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPJU2NQB_2633_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPJU2NQB_2633_empty_1.jpg"
416,"3FO4IORY3CEK_141_empty_1.jpg",train,0.482499,0.293483,38.244553,55.08,0.387991,-0.70,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IORY3CEK_141_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IORY3CEK_141_empty_1.jpg"
417,"3FO4IO3TW143_291_empty_1.jpg",train,0.799924,-0.023088,2.357941,1.95,0.388418,-0.70,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3TW143_291_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3TW143_291_empty_1.jpg"
418,"3FO4IQ4XSOOR_4755_empty_1.jpg",train,0.615909,0.163936,20.999680,12.50,0.389923,-0.69,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ4XSOOR_4755_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ4XSOOR_4755_empty_1.jpg"
419,"3FO4IMSLPDL0_732512_empty_1.jpg",train,0.500623,0.282762,28.789444,25.00,0.391693,-0.69,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMSLPDL0_732512_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMSLPDL0_732512_empty_1.jpg"
420,"3FO4IDOIN9J0_184574_empty_1.jpg",train,0.742333,0.042594,2.953262,2.34,0.392463,-0.68,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IDOIN9J0_184574_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IDOIN9J0_184574_empty_1.jpg"
421,"3FO4IL5R8JCO_650_empty_1.jpg",train,0.551730,0.234109,9.988174,7.03,0.392920,-0.68,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL5R8JCO_650_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL5R8JCO_650_empty_1.jpg"
422,"3FO4IMRS407I_735_empty_1.jpg",test,0.625621,0.160395,24.412079,21.09,0.393008,-0.68,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IMRS407I_735_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IMRS407I_735_empty_1.jpg"
423,"3FO4IOW77GU0_173517354032838_empty_1.jpg",test,0.605284,0.184146,26.015167,16.02,0.394715,-0.68,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IOW77GU0_173517354032838_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IOW77GU0_173517354032838_empty_1.jpg"
424,"3FO4IQ9AGT8A_483993_empty_1.jpg",train,0.515954,0.277119,22.163086,15.23,0.396537,-0.67,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ9AGT8A_483993_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ9AGT8A_483993_empty_1.jpg"
425,"3FO4IQA36RJD_958_empty_1.jpg",train,0.551034,0.243618,29.703827,25.39,0.397326,-0.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQA36RJD_958_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQA36RJD_958_empty_1.jpg"
426,"3FO4IJ4HXR2Q_2544_empty_1.jpg",train,0.392136,0.402622,36.085052,36.72,0.397379,-0.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ4HXR2Q_2544_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ4HXR2Q_2544_empty_1.jpg"
427,"3FO4INVN45KE_365401_empty_1.jpg",train,0.422619,0.373240,29.353638,28.91,0.397930,-0.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INVN45KE_365401_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INVN45KE_365401_empty_1.jpg"
428,"3FO4IHPP23R7_1902_empty_1.jpg",train,0.703060,0.093049,7.770309,5.86,0.398054,-0.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IHPP23R7_1902_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IHPP23R7_1902_empty_1.jpg"
429,"3FO4IQDJNEDW_2538_empty_1.jpg",validation,0.702995,0.093876,38.575287,46.09,0.398436,-0.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IQDJNEDW_2538_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IQDJNEDW_2538_empty_1.jpg"
430,"3FO4IQ4XSOOR_806_empty_1.jpg",train,0.503853,0.295504,27.474289,34.77,0.399678,-0.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ4XSOOR_806_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ4XSOOR_806_empty_1.jpg"
431,"3FO4INAE5FKX_337_empty_1.jpg",train,0.482470,0.317720,31.061783,31.25,0.400095,-0.65,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INAE5FKX_337_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INAE5FKX_337_empty_1.jpg"
432,"3FO4INRUC7LM_266_empty_1.jpg",validation,0.620152,0.184548,27.513199,25.78,0.402350,-0.65,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4INRUC7LM_266_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4INRUC7LM_266_empty_1.jpg"
433,"3FO4ILKWLDIB_770_empty_1.jpg",validation,0.473443,0.334625,24.610519,14.84,0.404034,-0.64,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4ILKWLDIB_770_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4ILKWLDIB_770_empty_1.jpg"
434,"3FO4IQA9F9IP_3026942_empty_1.jpg",train,0.435975,0.372294,36.030579,54.69,0.404134,-0.64,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQA9F9IP_3026942_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQA9F9IP_3026942_empty_1.jpg"
435,"3FO4IERBGAMG_324_empty_1.jpg",train,0.505974,0.302907,30.781631,27.73,0.404441,-0.64,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IERBGAMG_324_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IERBGAMG_324_empty_1.jpg"
436,"3FO4IQ0TOSRA_159_empty_1.jpg",train,0.643852,0.165700,46.310577,84.38,0.404776,-0.64,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ0TOSRA_159_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ0TOSRA_159_empty_1.jpg"
437,"3FO4IFC6NHKJ_164165_empty_1.jpg",test,0.480488,0.329438,3.533020,1.95,0.404963,-0.63,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IFC6NHKJ_164165_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IFC6NHKJ_164165_empty_1.jpg"
438,"3FO4IEYBOVCK_2360_empty_1.jpg",train,0.545908,0.264199,20.781784,13.67,0.405053,-0.63,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEYBOVCK_2360_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEYBOVCK_2360_empty_1.jpg"
439,"3FO4IK9ICSSH_681_empty_1.jpg",train,0.673837,0.137440,6.093292,4.69,0.405639,-0.63,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IK9ICSSH_681_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IK9ICSSH_681_empty_1.jpg"
440,"3FO4INFBHF4X_5580_empty_1.jpg",test,0.657648,0.155346,21.665039,12.11,0.406497,-0.63,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4INFBHF4X_5580_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4INFBHF4X_5580_empty_1.jpg"
441,"3FO4IL6HSL8D_4366_empty_1.jpg",train,0.542679,0.270830,33.310776,39.84,0.406755,-0.63,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL6HSL8D_4366_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL6HSL8D_4366_empty_1.jpg"
442,"3FO4INJS7R6G_153_empty_1.jpg",validation,0.503907,0.312352,7.268372,6.25,0.408129,-0.62,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4INJS7R6G_153_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4INJS7R6G_153_empty_1.jpg"
443,"3FO4ILQ4TDTS_852_empty_1.jpg",train,0.567235,0.249575,31.536484,25.00,0.408405,-0.62,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILQ4TDTS_852_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILQ4TDTS_852_empty_1.jpg"
444,"3FO4II469FHL_307395_empty_1.jpg",train,0.746352,0.073638,51.851349,80.86,0.409995,-0.61,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4II469FHL_307395_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4II469FHL_307395_empty_1.jpg"
445,"3FO4IOW3NA2U_6641_empty_1.jpg",train,0.530217,0.291903,50.135422,64.06,0.411060,-0.61,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOW3NA2U_6641_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOW3NA2U_6641_empty_1.jpg"
446,"3FO4IMX8NR49_495217_empty_1.jpg",train,0.523961,0.298555,33.680420,38.28,0.411258,-0.61,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMX8NR49_495217_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMX8NR49_495217_empty_1.jpg"
447,"3FO4IO3CEX71_507_empty_1.jpg",train,0.615228,0.209260,35.007248,44.53,0.412244,-0.61,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3CEX71_507_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3CEX71_507_empty_1.jpg"
448,"3FO4IPD7Q8MF_1216_empty_1.jpg",validation,0.464532,0.362575,18.587265,11.72,0.413553,-0.60,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IPD7Q8MF_1216_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IPD7Q8MF_1216_empty_1.jpg"
449,"3FO4IO3Y4SRA_170_empty_1.jpg",train,0.554946,0.273113,29.731064,23.44,0.414029,-0.60,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3Y4SRA_170_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3Y4SRA_170_empty_1.jpg"
450,"3FO4IM7MEA5I_857_empty_1.jpg",train,0.662845,0.166239,25.878983,18.75,0.414542,-0.60,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM7MEA5I_857_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM7MEA5I_857_empty_1.jpg"
451,"3FO4IPSEHEOI_4848912_empty_1.jpg",train,0.778464,0.051765,13.455048,5.08,0.415114,-0.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPSEHEOI_4848912_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPSEHEOI_4848912_empty_1.jpg"
452,"3FO4IQEWYPRQ_1224_empty_1.jpg",test,0.546460,0.284375,32.057877,37.11,0.415417,-0.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IQEWYPRQ_1224_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IQEWYPRQ_1224_empty_1.jpg"
453,"3FO4IPOYJAAY_276_empty_1.jpg",test,0.532915,0.298365,25.509338,14.84,0.415640,-0.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IPOYJAAY_276_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IPOYJAAY_276_empty_1.jpg"
454,"3FO4IJ3PWHYQ_249_empty_1.jpg",train,0.530978,0.300390,29.769974,27.34,0.415684,-0.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ3PWHYQ_249_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ3PWHYQ_249_empty_1.jpg"
455,"3FO4IOW77GU0_173517354035372_empty_1.jpg",train,0.528406,0.302971,32.750473,37.50,0.415688,-0.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOW77GU0_173517354035372_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOW77GU0_173517354035372_empty_1.jpg"
456,"3FO4INFX1K3H_224652_empty_1.jpg",train,0.363352,0.468198,37.450790,44.14,0.415775,-0.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INFX1K3H_224652_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INFX1K3H_224652_empty_1.jpg"
457,"3FO4IO40DGTC_507_empty_1.jpg",train,0.585090,0.246939,45.773621,47.66,0.416014,-0.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO40DGTC_507_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO40DGTC_507_empty_1.jpg"
458,"3FO4IIIL853B_448_empty_1.jpg",train,0.497802,0.336500,27.544327,21.48,0.417151,-0.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIIL853B_448_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIIL853B_448_empty_1.jpg"
459,"3FO4IF1QGHFS_324_empty_1.jpg",train,0.513336,0.326047,26.034622,22.66,0.419691,-0.58,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IF1QGHFS_324_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IF1QGHFS_324_empty_1.jpg"
460,"3FO4IOF7C3C7_120102_empty_1.jpg",train,0.491502,0.349097,31.991730,31.25,0.420299,-0.57,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOF7C3C7_120102_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOF7C3C7_120102_empty_1.jpg"
461,"3FO4IINRJM0D_1011039_empty_1.jpg",train,0.435896,0.405427,8.221664,5.47,0.420661,-0.57,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IINRJM0D_1011039_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IINRJM0D_1011039_empty_1.jpg"
462,"3FO4IO3BPR8S_170_empty_1.jpg",train,0.432542,0.409646,30.501480,24.22,0.421094,-0.57,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3BPR8S_170_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3BPR8S_170_empty_1.jpg"
463,"3FO4IINAIHH3_375_empty_1.jpg",test,0.456007,0.386314,32.073441,43.75,0.421161,-0.57,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IINAIHH3_375_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IINAIHH3_375_empty_1.jpg"
464,"3FO4IHNTIPJB_3303_empty_1.jpg",train,0.605151,0.238825,8.221664,3.12,0.421988,-0.57,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IHNTIPJB_3303_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IHNTIPJB_3303_empty_1.jpg"
465,"3FO4IOC5FID7_14954_empty_1.jpg",train,0.510745,0.334954,29.279709,25.78,0.422850,-0.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOC5FID7_14954_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOC5FID7_14954_empty_1.jpg"
